Rok,RID VS,RID,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných,Výběrovost,Neúspěšných studií,Cekový počet studií,Procento neuspechu,Absolventi součet,Absolventi procento,forma,fakulta,jméno VŠ
2012,14000,14410,7306,6889,5528,5156,2328,1928,1391,1332,79.81%,782,1462,53.49%,677,46.31%,veřejná,Pedagogická fakulta,Masarykova univerzita
2012,14000,14510,2511,1631,1857,1177,461,394,372,346,77.19%,184,394,46.70%,210,53.30%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2012,14000,14560,5949,5538,4397,4056,1893,1464,934,912,83.13%,761,1142,66.64%,381,33.36%,veřejná,Fakulta ekonomicko-správní,Masarykova univerzita
2013,14000,14110,2823,2263,2141,1646,529,420,287,279,87.32%,134,344,38.95%,210,61.05%,veřejná,Lékařská fakulta,Masarykova univerzita
2013,14000,14210,7404,6093,5295,4430,3439,2657,1880,1810,69.14%,1629,2351,69.29%,720,30.63%,veřejná,Filozofická fakulta,Masarykova univerzita
2013,14000,14220,1704,1500,1414,1235,487,419,310,300,79.33%,222,451,49.22%,228,50.55%,veřejná,Právnická fakulta,Masarykova univerzita
2013,14000,14230,5953,4963,3921,3065,1337,889,544,532,89.04%,291,681,42.73%,390,57.27%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2013,14000,14310,3369,3142,2460,2291,1736,1419,839,827,73.30%,625,1072,58.30%,447,41.70%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2013,14000,14330,1273,1192,1055,978,639,523,320,315,73.15%,413,620,66.61%,207,33.39%,veřejná,Fakulta informatiky,Masarykova univerzita
2013,14000,14410,7021,6592,5257,4879,3147,2533,1856,1774,71.84%,1070,1925,55.58%,855,44.42%,veřejná,Pedagogická fakulta,Masarykova univerzita
2013,14000,14510,2577,1811,1929,1309,487,408,338,325,81.34%,177,366,48.36%,189,51.64%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2013,14000,14560,5172,4772,3860,3529,1440,1096,703,689,85.27%,580,833,69.63%,253,30.37%,veřejná,Fakulta ekonomicko-správní,Masarykova univerzita
2014,14000,14110,2797,2274,2125,1663,531,440,281,279,87.64%,145,341,42.52%,196,57.48%,veřejná,Lékařská fakulta,Masarykova univerzita
2014,14000,14210,6143,5050,4419,3686,3320,2532,1770,1692,64.95%,1588,2278,69.71%,688,30.20%,veřejná,Filozofická fakulta,Masarykova univerzita
2014,14000,14220,1648,1415,1332,1137,455,376,283,279,80.00%,207,373,55.50%,164,43.97%,veřejná,Právnická fakulta,Masarykova univerzita
2014,14000,14230,4707,3869,3164,2464,1290,805,489,472,87.36%,279,613,45.51%,334,54.49%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2014,14000,14310,2951,2734,2104,1921,1548,1222,732,708,73.23%,549,970,56.60%,421,43.40%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2014,14000,14330,1191,1102,999,917,483,411,274,271,75.14%,361,555,65.05%,194,34.95%,veřejná,Fakulta informatiky,Masarykova univerzita
2014,14000,14410,6899,6491,4948,4593,2115,1689,1186,1115,81.73%,711,1233,57.66%,519,42.09%,veřejná,Pedagogická fakulta,Masarykova univerzita
2014,14000,14510,2400,1268,1771,890,430,359,320,310,74.76%,158,345,45.80%,187,54.20%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2014,14000,14560,3985,3623,2980,2671,1289,984,625,612,82.75%,540,779,69.32%,239,30.68%,veřejná,Fakulta ekonomicko-správní,Masarykova univerzita
2015,14000,14110,2621,1905,1967,1362,482,397,328,322,82.78%,143,404,35.40%,261,64.60%,veřejná,Lékařská fakulta,Masarykova univerzita
2015,14000,14210,6897,5595,4822,3966,3369,2543,1821,1752,67.45%,1497,2172,68.92%,672,30.94%,veřejná,Filozofická fakulta,Masarykova univerzita
2015,14000,14220,1428,1218,1146,964,505,436,350,343,71.26%,204,371,54.99%,161,43.40%,veřejná,Právnická fakulta,Masarykova univerzita
2015,14000,14230,4911,4117,3143,2516,1263,776,495,468,87.98%,301,621,48.47%,320,51.53%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2015,14000,14310,2769,2538,1972,1779,1626,1244,758,706,70.13%,511,945,54.07%,430,45.50%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2015,14000,14330,930,845,771,697,455,381,251,247,70.30%,362,540,67.04%,178,32.96%,veřejná,Fakulta informatiky,Masarykova univerzita
2015,14000,14410,5417,5001,3977,3615,1973,1549,1102,1061,77.96%,622,1150,54.09%,522,45.39%,veřejná,Pedagogická fakulta,Masarykova univerzita
2015,14000,14510,2290,1153,1689,820,370,306,294,286,74.50%,139,329,42.25%,190,57.75%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2015,14000,14560,3209,2852,2367,2072,1195,913,582,573,79.59%,491,732,67.08%,241,32.92%,veřejná,Fakulta ekonomicko-správní,Masarykova univerzita
2016,14000,14110,2397,1635,1848,1205,405,314,254,249,84.46%,140,328,42.68%,188,57.32%,veřejná,Lékařská fakulta,Masarykova univerzita
2016,14000,14210,5853,4665,4222,3440,3156,2382,1612,1553,65.44%,1301,2024,64.28%,706,34.88%,veřejná,Filozofická fakulta,Masarykova univerzita
2016,14000,14220,1249,1088,980,844,459,381,271,262,75.09%,195,330,59.09%,132,40.00%,veřejná,Právnická fakulta,Masarykova univerzita
2016,14000,14230,4979,4258,3213,2666,1225,818,507,499,88.09%,364,647,56.26%,283,43.74%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2016,14000,14310,2695,2468,1906,1734,1483,1159,706,679,71.39%,496,896,55.36%,399,44.53%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2016,14000,14330,970,889,807,732,532,446,297,295,66.59%,400,602,66.45%,202,33.55%,veřejná,Fakulta informatiky,Masarykova univerzita
2016,14000,14410,4652,4344,3466,3193,2016,1574,1112,1067,74.40%,647,1163,55.63%,506,43.51%,veřejná,Pedagogická fakulta,Masarykova univerzita
2016,14000,14510,2084,1162,1538,823,440,358,318,302,72.63%,162,347,46.69%,184,53.03%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2016,14000,14560,3004,2764,2223,2019,1128,865,535,526,80.64%,501,719,69.68%,218,30.32%,veřejná,Fakulta ekonomicko-správní,Masarykova univerzita
2017,14000,14110,2525,1774,1916,1288,457,372,298,294,83.20%,285,364,78.30%,79,21.70%,veřejná,Lékařská fakulta,Masarykova univerzita
2017,14000,14210,5151,4072,3718,2960,2904,2168,1443,1404,64.56%,1171,1864,62.82%,676,36.27%,veřejná,Filozofická fakulta,Masarykova univerzita
2017,14000,14220,947,787,770,628,467,380,281,275,64.29%,199,334,59.58%,126,37.72%,veřejná,Právnická fakulta,Masarykova univerzita
2017,14000,14230,4729,3916,2989,2397,1263,785,494,481,87.39%,564,627,89.95%,63,10.05%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2017,14000,14310,2521,2270,1805,1605,1538,1198,703,690,69.03%,575,940,61.17%,361,38.40%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2017,14000,14330,1250,1150,1020,929,571,473,298,297,74.09%,381,556,68.53%,170,30.58%,veřejná,Fakulta informatiky,Masarykova univerzita
2017,14000,14410,5176,4742,3727,3353,2073,1603,1068,1036,77.48%,537,1116,48.12%,563,50.45%,veřejná,Pedagogická fakulta,Masarykova univerzita
2017,14000,14510,1965,1051,1486,778,464,391,332,327,68.41%,151,351,43.02%,195,55.56%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2017,14000,14560,2887,2587,2162,1900,1090,828,474,464,81.68%,596,616,96.75%,20,3.25%,veřejná,Ekonomicko-správní fakulta,Masarykova univerzita
2018,14000,14110,2372,1570,1833,1158,366,304,234,230,85.10%,266,317,83.91%,51,16.09%,veřejná,Lékařská fakulta,Masarykova univerzita
2018,14000,14210,5008,4047,3679,3039,2794,2126,1398,1374,65.46%,1058,1791,59.07%,632,35.29%,veřejná,Filozofická fakulta,Masarykova univerzita
2018,14000,14220,709,585,590,480,476,400,340,328,41.88%,206,386,53.37%,146,37.82%,veřejná,Právnická fakulta,Masarykova univerzita
2018,14000,14230,4196,3539,2714,2212,1338,828,509,499,85.62%,635,649,97.84%,14,2.16%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2018,14000,14310,2551,2375,1830,1686,1562,1247,703,692,70.40%,575,918,62.64%,325,35.40%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2018,14000,14330,1366,1282,1148,1073,674,575,373,372,70.90%,484,753,64.28%,242,32.14%,veřejná,Fakulta informatiky,Masarykova univerzita
2018,14000,14410,5222,4838,3892,3554,2244,1801,1213,1185,74.93%,565,1262,44.77%,605,47.94%,veřejná,Pedagogická fakulta,Masarykova univerzita
2018,14000,14510,1776,1403,1349,1045,472,402,348,341,75.20%,158,380,41.58%,199,52.37%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2018,14000,14560,3048,2830,2235,2048,1069,835,459,459,83.78%,620,639,97.03%,19,2.97%,veřejná,Ekonomicko-správní fakulta,Masarykova univerzita
2019,14000,14110,2466,1685,1908,1251,352,281,211,203,87.48%,203,632,32.12%,399,63.13%,veřejná,Lékařská fakulta,Masarykova univerzita
2019,14000,14210,5053,4447,3988,3521,2763,2326,1505,1470,66.16%,1012,1898,53.32%,459,24.18%,veřejná,Filozofická fakulta,Masarykova univerzita
2019,14000,14220,677,572,557,465,373,321,253,244,55.77%,146,291,50.17%,89,30.58%,veřejná,Právnická fakulta,Masarykova univerzita
2019,14000,14230,3355,2770,2662,2137,970,785,485,481,82.49%,582,1634,35.62%,793,48.53%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2019,14000,14310,2384,2222,1797,1676,1351,1149,657,642,70.43%,465,1011,45.99%,435,43.03%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2019,14000,14330,857,793,796,736,525,495,314,313,60.40%,412,677,60.86%,123,18.17%,veřejná,Fakulta informatiky,Masarykova univerzita
2019,14000,14410,5184,4817,4134,3797,2103,1810,1117,1098,76.81%,452,1158,39.03%,387,33.42%,veřejná,Pedagogická fakulta,Masarykova univerzita
2019,14000,14510,1517,1097,1315,934,438,411,293,293,73.29%,149,359,41.50%,126,35.10%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2019,14000,14560,2839,2600,2176,1986,1034,837,467,463,82.04%,468,1560,30.00%,918,58.85%,veřejná,Ekonomicko-správní fakulta,Masarykova univerzita
2020,14000,14110,2458,1839,1936,1386,371,301,233,227,87.33%,169,306,55.23%,4,1.31%,veřejná,Lékařská fakulta,Masarykova univerzita
2020,14000,14210,5487,4440,4294,3518,2650,2241,1489,1471,66.46%,838,1817,46.12%,13,0.72%,veřejná,Filozofická fakulta,Masarykova univerzita
2020,14000,14220,659,504,537,413,323,277,218,215,56.75%,106,253,41.90%,12,4.74%,veřejná,Právnická fakulta,Masarykova univerzita
2020,14000,14230,3362,2857,2688,2229,1023,825,495,486,82.67%,225,769,29.26%,80,10.40%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2020,14000,14310,2233,1952,1691,1507,1467,1235,765,734,60.81%,524,1008,51.98%,8,0.79%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2020,14000,14330,989,824,907,756,537,504,318,315,61.41%,415,673,61.66%,15,2.23%,veřejná,Fakulta informatiky,Masarykova univerzita
2020,14000,14410,5448,4528,4285,3486,2075,1779,1175,1159,74.05%,397,1234,32.17%,8,0.65%,veřejná,Pedagogická fakulta,Masarykova univerzita
2020,14000,14510,1522,1285,1309,1094,387,383,376,373,70.74%,174,414,42.03%,13,3.14%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2020,14000,14560,2852,2238,2107,1610,1018,809,449,444,79.94%,224,586,38.23%,16,2.73%,veřejná,Ekonomicko-správní fakulta,Masarykova univerzita
2021,14000,14110,2849,2007,2307,1571,448,387,313,309,84.40%,75,386,19.43%,58,15.03%,veřejná,Lékařská fakulta,Masarykova univerzita
2021,14000,14210,6573,6063,5173,4795,2430,2087,1385,1368,77.16%,645,1703,37.87%,0,0.00%,veřejná,Filozofická fakulta,Masarykova univerzita
2021,14000,14220,819,692,679,571,349,310,225,224,67.49%,106,238,44.54%,3,1.26%,veřejná,Právnická fakulta,Masarykova univerzita
2021,14000,14230,3997,3400,3148,2605,1178,942,635,625,81.32%,232,817,28.40%,28,3.43%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2021,14000,14310,2490,2417,1905,1860,1455,1245,754,742,68.80%,431,935,46.10%,0,0.00%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2021,14000,14330,1135,1060,968,905,658,563,378,375,64.34%,371,672,55.21%,7,1.04%,veřejná,Fakulta informatiky,Masarykova univerzita
2021,14000,14410,6451,6002,5072,4701,2041,1756,1122,1110,81.31%,341,1201,28.39%,1,0.08%,veřejná,Pedagogická fakulta,Masarykova univerzita
2021,14000,14510,1636,1370,1376,1136,556,494,417,406,69.56%,147,444,33.11%,2,0.45%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2021,14000,14560,2941,2738,2211,2039,1131,879,550,540,79.91%,257,681,37.74%,5,0.73%,veřejná,Ekonomicko-správní fakulta,Masarykova univerzita
2022,14000,14110,2888,2010,2274,1510,296,258,238,232,88.16%,26,290,8.97%,0,0.00%,veřejná,Lékařská fakulta,Masarykova univerzita
2022,14000,14210,5744,5089,4600,4105,1980,1724,1318,1300,74.10%,88,1690,5.21%,0,0.00%,veřejná,Filozofická fakulta,Masarykova univerzita
2022,14000,14220,630,521,527,435,259,234,193,192,62.96%,26,231,11.26%,0,0.00%,veřejná,Právnická fakulta,Masarykova univerzita
2022,14000,14230,3621,2991,2871,2316,785,651,503,495,83.18%,46,770,5.97%,0,0.00%,veřejná,Fakulta sociálních studií,Masarykova univerzita
2022,14000,14310,2479,2337,1904,1797,1128,981,771,756,67.01%,130,1000,13.00%,0,0.00%,veřejná,Přírodovědecká fakulta,Masarykova univerzita
2022,14000,14330,1136,1028,983,885,391,358,305,304,70.33%,53,743,7.13%,0,0.00%,veřejná,Fakulta informatiky,Masarykova univerzita
2022,14000,14410,6030,5468,4650,4181,1699,1519,1184,1166,78.35%,96,1253,7.66%,0,0.00%,veřejná,Pedagogická fakulta,Masarykova univerzita
2022,14000,14510,1671,1130,1389,910,500,483,453,448,59.91%,38,510,7.45%,0,0.00%,veřejná,Fakulta sportovních studií,Masarykova univerzita
2022,14000,14560,2702,2497,1978,1818,783,667,517,512,79.30%,54,748,7.22%,0,0.00%,veřejná,Ekonomicko-správní fakulta,Masarykova univerzita
2003,23000,23210,467,355,467,355,337,337,236,236,33.52%,237,251,94.42%,14,5.58%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2003,23000,23220,1241,761,1220,740,610,610,580,580,23.78%,281,646,43.50%,365,56.50%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2003,23000,23320,997,841,997,841,77,77,58,58,93.10%,27,82,32.93%,55,67.07%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2003,23000,23330,2905,2385,2513,2069,1153,1077,785,780,67.09%,363,799,45.43%,436,54.57%,veřejná,Fakulta humanitních studií,Západočeská univerzita v Plzni
2003,23000,23420,1345,1180,1300,1142,365,364,295,294,75.00%,156,297,52.53%,141,47.47%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2003,23000,23510,1148,910,1143,905,527,523,349,349,61.65%,222,478,46.44%,256,53.56%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2003,23000,23520,1606,1233,1080,831,870,671,412,412,66.59%,302,475,63.58%,173,36.42%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2004,23000,23210,1152,886,1151,885,854,853,488,487,44.92%,419,491,85.34%,72,14.66%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2004,23000,23220,1898,1267,1163,746,635,635,602,602,52.49%,296,610,48.52%,314,51.48%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2004,23000,23320,1240,1058,1240,1058,118,118,88,88,91.68%,54,102,52.94%,48,47.06%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2004,23000,23330,2725,2312,2373,2003,1103,1033,799,794,65.44%,372,809,45.98%,437,54.02%,veřejná,Fakulta humanitních studií,Západočeská univerzita v Plzni
2004,23000,23420,1513,1195,1471,1169,240,240,203,203,83.01%,90,212,42.45%,122,57.55%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2004,23000,23510,3269,2432,2806,2074,1244,1228,734,729,69.82%,469,921,50.92%,452,49.08%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2004,23000,23520,2551,1986,1171,893,1547,757,488,487,75.43%,329,525,62.67%,196,37.33%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2005,23000,23210,1403,1174,1308,1099,1042,1040,736,736,37.31%,656,718,91.36%,62,8.64%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2005,23000,23220,1782,1257,1025,708,646,645,607,607,51.71%,335,608,55.10%,273,44.90%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2005,23000,23320,1055,902,1055,902,101,101,72,72,92.02%,39,95,41.05%,56,58.95%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2005,23000,23330,3007,2415,2594,2079,1223,1174,902,898,62.65%,412,920,44.78%,508,55.22%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2005,23000,23420,1987,1661,1835,1538,805,775,549,547,66.95%,302,562,53.74%,260,46.26%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2005,23000,23510,3074,2396,2573,1952,1009,983,591,591,75.33%,364,762,47.77%,398,52.23%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2005,23000,23520,1964,1579,973,747,1291,624,398,398,74.79%,261,436,59.86%,175,40.14%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2006,23000,23210,1254,1029,1241,1023,993,989,735,734,28.57%,667,734,90.87%,67,9.13%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2006,23000,23220,1807,1308,1107,784,681,681,643,643,50.84%,367,653,56.20%,286,43.80%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2006,23000,23320,1134,954,1134,954,106,106,62,62,93.50%,42,170,24.71%,128,75.29%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2006,23000,23330,3199,2571,2611,2082,1350,1250,958,954,62.74%,455,979,46.48%,524,53.52%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2006,23000,23420,2248,1711,2068,1597,1028,996,714,706,58.27%,413,731,56.50%,318,43.50%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2006,23000,23510,3001,2403,2476,1950,1145,1114,704,703,70.70%,415,750,55.33%,335,44.67%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2006,23000,23520,1680,1376,865,675,1222,596,391,391,71.58%,246,426,57.75%,180,42.25%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2007,23000,23210,1084,832,1048,810,827,805,641,641,22.96%,613,684,89.62%,71,10.38%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2007,23000,23220,1519,1127,966,695,652,652,600,600,46.76%,342,611,55.97%,269,44.03%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2007,23000,23320,1057,894,1057,894,116,116,77,77,91.39%,33,84,39.29%,51,60.71%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2007,23000,23330,3739,2961,2983,2371,1476,1333,985,981,66.73%,547,1005,54.43%,458,45.57%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2007,23000,23420,4439,4085,3468,3149,1465,1264,863,842,78.87%,500,936,53.42%,436,46.58%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2007,23000,23510,3011,2325,2582,1945,1322,1293,826,826,64.47%,444,848,52.36%,404,47.64%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2007,23000,23520,1586,1291,916,710,1083,634,426,426,67.00%,322,466,69.10%,144,30.90%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2008,23000,23210,1294,1077,1286,1073,1026,1025,821,821,23.77%,953,1136,83.89%,183,16.11%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2008,23000,23220,1465,1203,994,797,752,752,687,687,42.89%,484,700,69.14%,216,30.86%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2008,23000,23320,938,797,938,797,111,111,60,60,92.47%,30,151,19.87%,121,80.13%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2008,23000,23330,3682,2857,2964,2315,1859,1592,1215,1203,57.47%,671,1248,53.77%,577,46.23%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2008,23000,23420,3687,3430,2733,2505,1625,1350,898,871,73.82%,470,959,49.01%,489,50.99%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2008,23000,23510,2792,2124,2309,1709,1092,1054,687,686,67.66%,359,718,50.00%,359,50.00%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2008,23000,23520,1504,1154,904,654,1096,625,462,461,59.97%,348,483,72.05%,135,27.95%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2009,23000,23210,1099,915,1068,888,873,851,690,690,24.59%,688,792,86.87%,104,13.13%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2009,23000,23220,1490,1149,952,727,673,672,653,653,43.17%,469,666,70.42%,197,29.58%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2009,23000,23310,1851,1594,1219,1030,514,393,315,315,80.24%,90,399,22.56%,309,77.44%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2009,23000,23320,833,702,833,702,75,75,37,37,94.73%,38,161,23.60%,123,76.40%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2009,23000,23330,3617,2766,2781,2125,1436,1223,966,957,65.08%,498,989,50.35%,491,49.65%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2009,23000,23420,3378,3105,2530,2298,1609,1362,883,868,71.56%,473,920,51.41%,447,48.59%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2009,23000,23510,2964,2310,2472,1921,1397,1375,858,858,62.86%,528,930,56.77%,402,43.23%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2009,23000,23520,2628,2488,1237,1121,2379,1085,611,611,75.44%,539,648,83.18%,109,16.82%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2010,23000,23210,929,771,889,743,727,704,590,590,23.48%,563,653,86.22%,90,13.78%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2010,23000,23220,1839,1567,1125,950,825,825,771,771,50.80%,565,789,71.61%,224,28.39%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2010,23000,23310,1890,1587,1486,1227,475,386,310,310,80.47%,85,312,27.24%,227,72.76%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2010,23000,23320,784,707,784,707,180,180,133,133,81.19%,33,135,24.44%,102,75.56%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2010,23000,23330,3007,2310,2306,1750,1273,1066,822,816,64.42%,456,839,54.35%,383,45.65%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2010,23000,23420,3704,3410,2731,2484,1131,982,699,675,79.50%,448,738,60.70%,289,39.16%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2010,23000,23510,2184,1690,1815,1385,1051,1038,697,697,58.76%,434,762,56.96%,328,43.04%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2010,23000,23520,2246,2049,1009,880,2001,874,551,551,73.11%,445,651,68.36%,206,31.64%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2011,23000,23210,1010,812,977,786,771,751,649,649,20.07%,579,689,84.03%,110,15.97%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2011,23000,23220,1329,1048,911,707,680,680,658,658,37.21%,509,672,75.74%,163,24.26%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2011,23000,23310,1636,1258,1293,987,430,361,292,292,76.79%,93,299,31.10%,206,68.90%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2011,23000,23320,792,697,792,697,158,158,84,84,87.95%,29,84,34.52%,55,65.48%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2011,23000,23330,2460,1964,1903,1525,1539,1235,970,957,50.61%,651,1000,65.10%,349,34.90%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2011,23000,23420,3276,2905,2624,2410,883,850,693,689,76.14%,415,731,56.77%,316,43.23%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2011,23000,23510,2753,2651,2057,1970,1122,1098,901,901,66.01%,683,962,71.00%,279,29.00%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2011,23000,23520,2168,1388,1012,616,1344,594,572,572,58.79%,447,584,76.54%,138,23.63%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2012,23000,23210,1031,848,1001,823,762,745,645,645,23.94%,597,695,85.90%,98,14.10%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2012,23000,23220,1272,1071,892,730,642,642,637,637,40.52%,484,656,73.78%,172,26.22%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2012,23000,23310,1429,1144,1128,900,390,330,272,272,76.22%,78,282,27.66%,204,72.34%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2012,23000,23320,328,279,324,278,193,193,124,124,55.56%,67,142,47.18%,75,52.82%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2012,23000,23330,2250,1667,1790,1334,1364,1135,913,904,45.23%,634,1036,61.20%,402,38.80%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2012,23000,23420,3202,2482,2656,2092,927,859,625,622,74.82%,387,664,58.28%,277,41.72%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2012,23000,23510,2646,2477,1871,1740,849,843,674,674,72.79%,556,841,66.11%,285,33.89%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2012,23000,23520,1813,1813,853,853,1679,780,473,473,73.91%,398,511,77.89%,113,22.11%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2013,23000,23210,899,691,890,685,654,649,571,571,17.37%,541,657,82.34%,116,17.66%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2013,23000,23220,1348,1152,889,743,658,658,642,642,44.27%,494,667,74.06%,173,25.94%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2013,23000,23310,1656,1388,1264,1040,340,287,248,248,82.13%,66,253,26.09%,187,73.91%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2013,23000,23320,497,446,497,446,136,136,90,90,79.82%,46,91,50.55%,45,49.45%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2013,23000,23330,2052,1509,1618,1189,868,743,581,575,61.50%,339,603,56.22%,264,43.78%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2013,23000,23410,574,517,460,407,189,184,161,161,68.86%,107,517,20.70%,409,79.11%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2013,23000,23420,3155,2379,2562,1990,756,723,673,665,71.71%,412,695,59.28%,283,40.72%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2013,23000,23510,2173,2005,1512,1381,701,701,608,608,69.68%,366,654,55.96%,288,44.04%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
